0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.024736,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
0.000000,0.049472,
