0.000000,0.000000,1.299176,0.000000,0.129100,
0.000000,0.000000,1.299313,0.000000,0.147857,
0.000000,0.000000,1.304353,0.000000,0.141182,
0.000000,0.000000,1.298688,0.000000,0.141136,
0.000000,0.000000,1.300353,0.000000,0.129150,
0.000000,0.000000,1.299813,0.000000,0.147714,
0.000000,0.000000,1.302000,0.000000,0.147905,
0.000000,0.000000,1.304250,0.000000,0.147762,
0.000000,0.000000,1.300941,0.000000,0.123286,
0.000000,0.000000,1.300313,0.000000,0.147905,
0.000000,0.000000,1.304588,0.000000,0.147905,
0.000000,0.000000,1.299176,0.000000,0.135043,
0.000000,0.000000,1.300294,0.000000,0.147714,
0.000000,0.000000,1.300000,0.000000,0.141182,
0.000000,0.000000,1.303750,0.000000,0.147667,
0.000000,0.000000,1.298765,0.000000,0.129400,
0.000000,0.000000,1.299294,0.000000,0.123238,
0.000000,0.000000,1.300000,0.000000,0.141136,
0.000000,0.000000,1.304765,0.000000,0.147762,
0.000000,0.000000,1.298750,0.000000,0.141045,
0.000000,0.000000,1.300706,0.000000,0.129200,
0.000000,0.000000,1.301000,0.000000,0.157391,
0.000000,0.000000,1.305375,0.000000,0.157261,
0.000000,0.000000,1.300000,0.000000,0.129250,
0.000000,0.000000,1.300588,0.000000,0.123190,
0.000000,0.000000,1.300437,0.000000,0.147905,
0.000000,0.000000,1.301875,0.000000,0.147714,
0.000000,0.000000,1.302824,0.000000,0.140909,
0.000000,0.000000,1.302938,0.000000,0.141045,
0.000000,0.000000,1.301375,0.000000,0.129350,
0.000000,0.000000,1.301647,0.000000,0.129450,
0.000000,0.000000,1.300813,0.000000,0.141182,
0.000000,0.000000,1.303882,0.000000,0.147857,
0.000000,0.000000,1.302875,0.000000,0.147762,
0.000000,0.000000,1.301471,0.000000,0.141045,
0.000000,0.000000,1.301562,0.000000,0.141000,
0.000000,0.000000,1.301235,0.000000,0.123000,
0.000000,0.000000,1.300333,0.000000,0.129350,
0.000000,0.000000,1.299250,0.000000,0.147714,
0.000000,0.000000,1.304375,0.000000,0.147810,
0.000000,0.000000,1.301812,0.000000,0.141136,
0.000000,0.000000,1.306312,0.000000,0.140909,
0.000000,0.000000,1.301059,0.000000,0.141000,
0.000000,0.000000,1.300647,0.000000,0.141045,
0.000000,0.000000,1.300647,0.000000,0.141091,
0.000000,0.000000,1.301941,0.000000,0.129150,
0.000000,0.000000,1.300882,0.000000,0.147714,
0.000000,0.000000,1.296933,0.000000,0.129500,
0.000000,0.000000,1.299063,0.000000,0.164318,
0.000000,0.000000,1.300000,0.000000,0.147667,
0.000000,0.000000,1.303625,0.000000,0.141045,
0.000000,0.000000,1.303706,0.000000,0.147571,
0.000000,0.000000,1.304353,0.000000,0.147667,
0.000000,0.000000,1.301647,0.000000,0.140955,
0.000000,0.000000,1.302000,0.000000,0.157174,
0.000000,0.000000,1.298000,0.000000,0.141182,
0.000000,0.000000,1.300941,0.000000,0.140955,
0.000000,0.000000,1.300500,0.000000,0.129400,
0.000000,0.000000,1.301176,0.000000,0.147619,
0.000000,0.000000,1.300882,0.000000,0.140955,
0.000000,0.000000,1.300588,0.000000,0.123048,
0.000000,0.000000,1.298625,0.000000,0.129450,
0.000000,0.000000,1.298812,0.000000,0.164273,
0.000000,0.000000,1.302375,0.000000,0.147762,
0.000000,0.000000,1.304765,0.000000,0.141136,
0.000000,0.000000,1.300824,0.000000,0.103650,
0.000000,0.000000,1.285187,0.000000,0.030471,
0.000000,0.000000,1.285941,0.000000,0.030412,
0.000000,0.263625,1.285625,0.000000,0.000000,
0.000000,1.039167,1.284765,0.000000,0.000000,
0.000000,0.937667,1.275813,0.000000,0.018000,
0.000000,0.836200,1.271471,0.000000,0.000000,
0.000000,0.895143,1.272412,0.000000,0.000000,
0.000000,0.692833,1.273000,0.000000,0.000000,
0.000000,0.300571,1.275875,0.000000,0.018687,
0.000000,0.000000,1.273062,0.000000,0.000000,
0.000000,0.000000,1.285118,0.000000,0.098429,
0.000000,0.000000,1.297294,0.000000,0.123238,
0.000000,0.000000,1.293812,0.000000,0.129300,
0.000000,0.000000,1.299125,0.000000,0.140864,
0.000000,0.000000,1.301437,0.000000,0.147857,
0.000000,0.000000,1.299588,0.000000,0.147905,
0.000000,0.000000,1.302941,0.000000,0.147524,
0.000000,0.000000,1.303188,0.000000,0.147857,
0.000000,0.000000,1.301882,0.000000,0.129100,
